Reporting Start,Reporting End,Campaign Name,Campaign Type,Ad Set Name,Ad Name,Delivery,Attribution Setting,Result Type,Spend (BRL),Impressions,Link Clicks,Conversions,Reach,Frequency
2026-01-15,2026-01-15,Nubank | Brand Awareness | Reach | Q1,Branding,BR_18-34_Interests_Finance,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,517.80,151220,149,1,110391,1.37
2026-01-13,2026-01-13,Nubank | Brand Lift | Awareness | Feb,Branding,BR_18-34_NewUsers_Lookalike,Nu_Brand_Reach_Reel_CustomerTestimonial_02,Learning Limited,1-day click,Account Opening,1270.48,442654,73,2,358550,1.23
2026-01-16,2026-01-16,Nubank | Brand Lift | Awareness | Feb,Branding,BR_18-34_NewUsers_Lookalike,Nu_Brand_Reach_Reel_CustomerTestimonial_02,Learning (CBO),1-day click,Account Opening,1378.80,432414,199,3,341607,1.27
2026-01-19,2026-01-19,Nubank | Brand Lift | Awareness | Feb,Branding,BR_18-34_NewUsers_Lookalike,Nu_Brand_Reach_Reel_CustomerTestimonial_02,Learning,1-day click,Account Opening,496.72,420989,119,1,252593,1.67
2026-01-22,2026-01-22,Nubank | Brand Lift | Awareness | Feb,Branding,BR_18-34_NewUsers_Lookalike,Nu_Brand_Reach_Reel_CustomerTestimonial_02,Learning Limited,1-day click,Account Opening,155.48,237346,67,0,189877,1.25
2026-01-25,2026-01-25,Nubank | Brand Lift | Awareness | Feb,Branding,BR_18-34_NewUsers_Lookalike,Nu_Brand_Reach_Reel_CustomerTestimonial_02,Learning,1-day click,Account Opening,1121.38,84140,46,2,53850,1.56
2026-01-15,2026-01-15,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,887.40,306685,91,2,217746,1.41
2026-01-18,2026-01-18,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,183.81,165964,42,0,136090,1.22
2026-01-21,2026-01-21,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,487.65,233986,155,0,163790,1.43
2026-01-24,2026-01-24,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,622.20,128656,33,1,90059,1.43
2026-01-27,2026-01-27,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning,1-day click,Account Opening,1593.00,430913,60,3,305948,1.41
2026-01-30,2026-01-30,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning,1-day click,Account Opening,321.62,245769,112,0,149919,1.64
2026-02-02,2026-02-02,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning,1-day click,Account Opening,1770.42,256310,186,3,197359,1.30
2026-02-05,2026-02-05,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,1248.96,283731,98,2,201449,1.41
2026-01-15,2026-01-15,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning,1-day click,Account Opening,561.79,393055,182,0,294791,1.33
2026-01-18,2026-01-18,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning,1-day click,Account Opening,1077.34,147825,171,2,101999,1.45
2026-01-21,2026-01-21,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning Limited,1-day click,Account Opening,561.27,342680,57,0,253583,1.35
2026-01-24,2026-01-24,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning (CBO),1-day click,Account Opening,353.24,132247,128,0,101830,1.30
2026-01-27,2026-01-27,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning,1-day click,Account Opening,409.25,95682,74,1,76546,1.25
2026-01-30,2026-01-30,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning Limited,1-day click,Account Opening,190.52,88832,69,0,61294,1.45
2026-02-02,2026-02-02,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning,1-day click,Account Opening,420.83,83419,198,1,70072,1.19
2026-02-05,2026-02-05,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_TopOfMind_Carousel_Lifestyle,Learning Limited,1-day click,Account Opening,364.90,118594,126,0,88946,1.33
2026-01-15,2026-01-15,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning (CBO),1-day click,Account Opening,1241.10,373207,61,2,231388,1.61
2026-01-18,2026-01-18,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning Limited,1-day click,Account Opening,556.91,432558,137,0,354698,1.22
2026-01-21,2026-01-21,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning,1-day click,Account Opening,1912.32,263083,81,3,215728,1.22
2026-01-24,2026-01-24,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning (CBO),1-day click,Account Opening,249.27,165601,125,0,105985,1.56
2026-01-27,2026-01-27,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning Limited,1-day click,Account Opening,502.69,424433,139,1,314080,1.35
2026-01-30,2026-01-30,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning Limited,1-day click,Account Opening,1036.00,425824,105,2,272527,1.56
2026-02-02,2026-02-02,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning (CBO),1-day click,Account Opening,978.14,203246,54,2,130077,1.56
2026-02-05,2026-02-05,Nubank | Brand Lift | Awareness | Feb,Branding,BR_25-44_RetargetEngagers,Nu_Brand_Consideration_StaticBanner_Purple,Learning,1-day click,Account Opening,1097.20,203807,145,2,171198,1.19
2026-01-14,2026-01-14,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,779.44,157688,303,8,108805,1.45
2026-01-17,2026-01-17,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,2044.70,151293,132,14,118009,1.28
2026-01-20,2026-01-20,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,3282.20,129475,214,20,94517,1.37
2026-01-23,2026-01-23,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,1982.70,589209,98,15,424230,1.39
2026-01-26,2026-01-26,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,4103.06,215794,443,26,189899,1.14
2026-01-29,2026-01-29,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,1063.70,135016,302,10,106663,1.27
2026-02-01,2026-02-01,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,1850.03,252461,235,13,199444,1.27
2026-01-14,2026-01-14,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,5040.00,313070,481,35,216018,1.45
2026-01-17,2026-01-17,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,2197.44,536013,362,18,375209,1.43
2026-01-20,2026-01-20,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,2646.70,110185,316,19,89250,1.23
2026-01-23,2026-01-23,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,4778.73,134978,142,33,89085,1.52
2026-01-26,2026-01-26,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,2143.36,240212,334,16,158540,1.52
2026-01-29,2026-01-29,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,1155.44,414580,238,8,294352,1.41
2026-02-01,2026-02-01,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,3261.80,555776,232,20,383485,1.45
2026-01-14,2026-01-14,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,2285.04,231972,374,24,167020,1.39
2026-01-17,2026-01-17,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,1473.24,216100,370,12,149109,1.45
2026-01-20,2026-01-20,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,4088.25,393158,96,25,271279,1.45
2026-01-23,2026-01-23,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,1425.96,136863,116,12,114965,1.19
2026-01-26,2026-01-26,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,1938.69,435426,394,13,287381,1.52
2026-01-29,2026-01-29,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,2375.41,233355,231,17,170349,1.37
2026-02-01,2026-02-01,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-34_LAL_Openers_1pct,Nu_Ecom_LeadGen_StaticBanner_SignUp,Completed,"7-day click, 1-day view",Account Opening,2955.50,390564,263,25,292923,1.33
2026-01-14,2026-01-14,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,2777.99,297069,488,19,225772,1.32
2026-01-17,2026-01-17,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,1294.70,330401,470,11,237889,1.39
2026-01-20,2026-01-20,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,3954.88,236359,382,32,205632,1.15
2026-01-23,2026-01-23,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,3140.42,348699,383,23,254550,1.37
2026-01-26,2026-01-26,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,2734.24,456859,85,23,379193,1.20
2026-01-29,2026-01-29,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,2208.80,121089,303,20,82341,1.47
2026-02-01,2026-02-01,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,3253.60,268405,498,28,195936,1.37
2026-01-14,2026-01-14,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,4089.21,346973,217,31,232472,1.49
2026-01-17,2026-01-17,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,3053.12,393797,116,32,295348,1.33
2026-01-20,2026-01-20,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,2303.52,216263,462,16,183824,1.18
2026-01-23,2026-01-23,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,2586.48,559982,230,26,369588,1.52
2026-01-26,2026-01-26,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,3049.86,319603,497,22,271663,1.18
2026-01-29,2026-01-29,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,4134.24,105225,185,27,87337,1.20
2026-02-01,2026-02-01,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,4671.90,352275,464,29,271252,1.30
2026-01-14,2026-01-14,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,3940.65,293947,431,27,243976,1.20
2026-01-17,2026-01-17,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,2197.44,551909,223,21,386336,1.43
2026-01-20,2026-01-20,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,2412.30,113452,310,22,82820,1.37
2026-01-23,2026-01-23,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Completed,"7-day click, 1-day view",Account Opening,3485.28,573393,167,24,447247,1.28
2026-01-26,2026-01-26,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,1183.76,596240,444,8,482954,1.23
2026-01-29,2026-01-29,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,1109.57,214857,184,11,154697,1.39
2026-02-01,2026-02-01,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_25-44_Interest_Banking,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,2223.00,307843,130,19,249353,1.23
2026-01-15,2026-01-15,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,3001.40,243725,475,20,163296,1.49
2026-01-18,2026-01-18,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,2819.67,248450,490,21,178884,1.39
2026-01-21,2026-01-21,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,2766.21,156275,454,19,110955,1.41
2026-01-24,2026-01-24,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,1642.55,120135,461,13,98511,1.22
2026-01-27,2026-01-27,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,2764.25,151536,287,25,128806,1.18
2026-01-30,2026-01-30,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,2162.55,486865,430,15,379755,1.28
2026-02-02,2026-02-02,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,1385.04,550367,134,12,374250,1.47
2026-02-05,2026-02-05,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,1243.32,487871,92,13,346388,1.41
2026-01-15,2026-01-15,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,2562.00,473198,441,21,345435,1.37
2026-01-18,2026-01-18,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,2090.52,164619,111,18,144865,1.14
2026-01-21,2026-01-21,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,3254.16,140546,226,21,113842,1.23
2026-01-24,2026-01-24,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,4089.30,372589,329,30,327878,1.14
2026-01-27,2026-01-27,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,3091.87,404120,292,19,270760,1.49
2026-01-30,2026-01-30,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,3409.68,502819,139,24,331861,1.52
2026-02-02,2026-02-02,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,3417.94,590282,100,29,407295,1.45
2026-02-05,2026-02-05,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,3238.80,217794,107,30,165523,1.32
2026-01-15,2026-01-15,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,2671.25,148134,492,25,128877,1.15
2026-01-18,2026-01-18,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,933.52,454376,89,8,327151,1.39
2026-01-21,2026-01-21,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,4061.93,240217,117,31,160945,1.49
2026-01-24,2026-01-24,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,4585.77,359357,98,29,309047,1.16
2026-01-27,2026-01-27,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,3545.91,124246,198,27,88215,1.41
2026-01-30,2026-01-30,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,3309.39,567517,493,27,465364,1.22
2026-02-02,2026-02-02,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,1109.02,399771,184,11,323815,1.23
2026-02-05,2026-02-05,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,1931.10,462801,362,15,365613,1.27
2026-01-15,2026-01-15,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,5186.36,156110,491,34,115521,1.35
2026-01-18,2026-01-18,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,1257.36,430408,345,13,344326,1.25
2026-01-21,2026-01-21,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,2649.02,599436,386,22,479549,1.25
2026-01-24,2026-01-24,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,2268.82,264570,396,17,230176,1.15
2026-01-27,2026-01-27,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,1488.96,521319,298,11,396202,1.32
2026-01-30,2026-01-30,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,950.30,523944,235,10,366761,1.43
2026-02-02,2026-02-02,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,2007.00,101220,333,15,81988,1.23
2026-02-05,2026-02-05,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_18-24_Students,Nu_Ecom_Conversion_Video_15s_PIX_Transfer,Active,"7-day click, 1-day view",Account Opening,3006.69,382014,370,31,305611,1.25
2026-01-13,2026-01-13,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Not Delivering,"7-day click, 1-day view",Account Opening,2020.45,486379,233,17,325874,1.49
2026-01-16,2026-01-16,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Completed,"7-day click, 1-day view",Account Opening,3546.24,142282,199,32,112403,1.27
2026-01-19,2026-01-19,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Active,"7-day click, 1-day view",Account Opening,4418.70,326034,362,30,267348,1.22
2026-01-22,2026-01-22,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Active,"7-day click, 1-day view",Account Opening,2535.75,250340,316,21,197769,1.27
2026-01-25,2026-01-25,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Active,"7-day click, 1-day view",Account Opening,1281.33,355991,280,9,302592,1.18
2026-01-28,2026-01-28,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Active,"7-day click, 1-day view",Account Opening,5440.05,473630,364,33,378904,1.25
2026-01-31,2026-01-31,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Active,"7-day click, 1-day view",Account Opening,3527.26,122640,218,22,88301,1.39
2026-02-03,2026-02-03,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Active,"7-day click, 1-day view",Account Opening,2805.36,133082,403,24,115781,1.15
2026-02-06,2026-02-06,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Reel_InvestmentStart,Active,"7-day click, 1-day view",Account Opening,3354.48,132620,308,24,103444,1.28
2026-01-13,2026-01-13,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Completed,"7-day click, 1-day view",Account Opening,2608.02,516306,241,18,376903,1.37
2026-01-16,2026-01-16,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,5005.11,348223,103,33,299472,1.16
2026-01-19,2026-01-19,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,1891.12,520039,368,14,348426,1.49
